DelinquentStatus,CustFICO,CustIncome,AcctOpenNoMonths,IntRate,CurrAcctBal,CreditOpenNoMonths,DaysToPmtDue,InqLst6Mos,NoLatePmtLst2Yrs,PublicRecords,CreditPurpose
0,707,66200,9,0.1051,9423,7,31,0,0,0,CreditCard
0,662,66200,25,0.1249,8644,7,72,1,0,0,CreditCard
0,777,65485,31,0.0932,26050,7,26,0,0,0,CreditCard
1,672,65193,25,0.1324,14421,7,83,0,2,0,CreditCard
0,742,64747,25,0.0938,3865,7,34,0,0,0,CreditCard
0,672,64205,27,0.1474,28594,7,67,2,0,0,CreditCard
1,662,64176,3,0.1496,8856,7,90,0,3,0,CreditCard
0,787,63591,34,0.0963,176,7,0,3,0,0,CreditCard
0,737,63591,11,0.1189,4357,7,87,0,0,0,CreditCard
0,707,63591,19,0.1379,12197,7,95,1,0,0,CreditCard
1,727,62370,41,0.1183,10894,7,39,0,0,1,CreditCard
1,702,61947,16,0.1322,5285,7,52,1,0,1,CreditCard
0,737,61516,6,0.0807,19210,7,48,0,0,0,CreditCard
0,692,61516,27,0.1241,23534,7,45,4,0,0,CreditCard
0,757,60327,12,0.1103,22403,7,32,0,0,0,CreditCard
0,767,56641,22,0.0894,3590,7,30,0,0,0,CreditCard
0,722,56641,9,0.1189,4621,7,45,0,0,0,CreditCard
1,692,56535,21,0.1287,7751,7,52,0,0,1,CreditCard
0,737,56084,9,0.08,22245,7,44,1,0,0,CreditCard
0,777,55745,9,0.0894,3459,7,17,5,0,0,CreditCard
1,737,103703,45,0.1348,211931,7,10,7,2,0,Business
0,692,96239,64,0.1438,81330,7,77,4,0,0,Business
0,702,92409,59,0.1704,21048,7,58,0,0,0,Business
0,707,90181,72,0.1537,4066,7,46,4,0,1,Business
0,687,89643,72,0.1533,18538,7,47,8,1,1,Business
0,762,88956,56,0.1347,5253,7,5,6,0,0,Business
0,712,88394,71,0.1387,188854,7,0,0,1,1,Business
1,812,87527,40,0.0963,67128,7,31,2,0,0,Business
0,762,87527,72,0.1531,248480,7,42,0,0,0,Business
1,697,87527,42,0.1316,85892,7,2,1,2,0,Business
0,762,83571,72,0.1565,2668,7,76,1,0,0,Business
0,707,83571,76,0.1884,26339,7,49,2,0,0,Business
1,752,82878,52,0.1461,14375,7,17,0,0,0,Business
0,682,82702,38,0.1442,107404,7,54,4,0,0,Business
0,742,82346,73,0.1663,6835,7,13,1,0,0,Business
0,697,81985,42,0.1284,25311,7,53,1,0,0,Business
0,742,81802,31,0.1083,94699,7,54,3,0,0,Business
0,707,79901,73,0.1596,78203,7,90,0,0,0,Business
1,777,79067,7,0.1287,2817,7,9,0,0,0,Business
0,647,78894,34,0.1438,37367,7,66,15,0,0,Business
0,717,78480,54,0.1146,106366,7,56,3,0,0,Business
0,722,77192,35,0.1126,9551,7,43,0,0,1,Business
0,702,76748,23,0.16,362,7,36,1,0,0,Business
0,787,75600,55,0.1221,13893,7,18,4,0,0,Business
1,667,75600,23,0.1249,1196,7,12,3,4,0,Business
0,662,75364,42,0.1836,24280,7,93,3,0,0,Business
0,762,74884,39,0.0963,3629,7,17,0,1,0,Business
1,797,74395,72,0.1531,3656,7,11,1,0,0,Business
0,792,73127,72,0.1496,3793,7,14,2,0,0,Business
0,772,73127,67,0.1284,7815,7,6,0,0,0,Business
0,712,72864,13,0.1221,13344,7,28,2,0,0,Business
0,807,71786,31,0.1146,495,7,4,1,0,0,Business
0,687,71509,15,0.1719,3594,7,83,1,0,1,Business
0,727,71229,9,0.1221,53059,7,89,3,0,0,Business
0,712,70365,34,0.1565,13583,7,26,0,0,0,Business
0,712,69772,10,0.0976,4010,7,8,0,0,0,Business
0,807,68852,32,0.0963,1977,7,3,3,0,0,Business
0,742,68852,58,0.1565,24030,7,82,3,0,0,Business
1,682,68852,28,0.1442,4395,7,57,2,0,1,Business
0,682,68852,28,0.1493,56189,7,89,0,0,0,Business
0,682,68852,22,0.1379,12927,7,33,0,0,0,Business
0,677,68852,41,0.1853,12679,7,33,4,2,0,Business
0,687,67564,21,0.1379,3554,7,37,3,0,0,Business
0,742,67231,26,0.1126,7832,7,75,3,0,0,Business
1,822,65485,16,0.08,35624,7,2,0,0,0,Business
0,747,65485,27,0.0963,15303,7,48,1,0,0,Business
0,677,63591,5,0.1411,17826,7,92,2,0,0,Business
1,717,61516,33,0.1158,17495,7,60,0,1,0,Business
0,662,60627,14,0.1393,16613,7,18,1,1,0,Business
1,702,58815,25,0.1347,4475,7,87,3,0,1,Business
0,712,56641,8,0.1189,14577,7,34,0,0,0,Business
0,762,54315,53,0.0976,507,7,3,0,0,0,Business
1,727,53689,4,0.1095,2108,7,23,0,0,1,Business
0,762,53042,7,0.0932,1870,7,5,0,0,0,Business
0,662,121759,72,0.1843,58222,6,39,1,0,0,Spending
1,697,99270,14,0.1287,13622,6,47,5,0,1,Spending
1,717,96767,38,0.1218,37629,6,87,1,0,0,Spending
1,742,92718,13,0.0932,15732,6,38,1,0,0,Spending
1,772,88956,19,0.08,19414,6,27,1,0,0,Spending
1,707,88375,22,0.1284,23021,6,78,3,0,0,Spending
1,677,87676,72,0.1537,40741,6,50,3,0,0,Spending
1,787,83741,39,0.0788,15427,6,44,0,0,0,Spending
1,792,83054,26,0.0859,16,6,0,3,0,0,Spending
1,777,82702,25,0.08,5981,6,14,1,0,0,Spending
1,767,81802,57,0.1461,1,6,0,2,0,0,Spending
1,687,80870,28,0.1322,12919,6,54,1,0,0,Spending
1,762,79901,69,0.1218,2290,6,0,0,0,0,Spending
1,737,79180,11,0.0932,2061,6,5,0,1,0,Spending
1,742,78894,2,0.1426,18435,6,7,2,0,0,Spending
1,802,78874,6,0.074,1269,6,2,2,0,0,Spending
1,817,78209,18,0.08,1254,6,3,0,0,0,Spending
0,702,76500,13,0.1183,8950,6,31,2,0,0,Spending
0,727,76295,18,0.092,12672,6,21,3,3,0,Spending
1,677,74797,22,0.1229,1921,6,23,9,0,1,Spending
1,792,73896,10,0.0774,168,6,0,0,0,0,Spending
1,772,73642,39,0.0838,0,6,0,0,0,0,Spending
1,692,73640,4,0.1218,1836,6,34,1,1,0,Spending
1,782,72332,12,0.074,1751,6,6,0,0,0,Spending
0,677,72247,17,0.1317,7595,6,87,0,0,0,Spending
0,702,71785,6,0.1253,4403,6,88,0,0,0,Spending
0,752,69772,10,0.0714,2483,6,27,3,0,0,Spending
0,722,69772,13,0.1114,8851,6,21,0,0,0,Spending
0,722,68852,19,0.1287,256,6,2,0,0,0,Spending
0,687,68217,4,0.1287,15333,6,94,1,0,0,Spending
0,767,67231,5,0.074,2796,6,9,1,0,0,Spending
0,762,65845,2,0.0714,737,6,7,1,0,0,Spending
0,687,65485,8,0.1505,3149,6,98,0,0,0,Spending
0,787,63191,6,0.0768,406,6,1,0,0,0,Spending
0,672,62785,11,0.1392,7094,6,51,0,0,0,Spending
0,797,61516,10,0.0714,982,6,1,0,0,0,Spending
0,682,57183,11,0.1392,577,6,14,5,2,1,Spending
0,767,55800,10,0.0774,611,6,6,1,0,0,Spending
0,772,49833,18,0.0964,16324,6,48,0,0,0,Spending
0,702,121759,71,0.1474,26856,6,0,3,1,0,Other
0,742,120471,42,0.0976,22627,6,27,1,0,0,Other
0,762,117976,6,0.0743,141287,6,9,5,1,0,Other
1,757,103703,13,0.0775,0,6,23,4,0,0,Other
0,692,103289,14,0.1287,602519,6,68,4,0,1,Other
0,797,103206,31,0.0894,5306,6,2,0,0,0,Other
1,652,98295,29,0.164,188,6,37,1,5,0,Other
0,667,97286,76,0.1904,39476,6,78,0,0,0,Other
0,687,96767,42,0.1385,385489,6,51,4,0,0,Other
0,642,96767,57,0.1861,64744,6,72,4,1,0,Other
0,672,95151,44,0.1635,26388,6,94,1,0,1,Other
0,767,94019,31,0.0788,54526,6,25,2,0,0,Other
0,707,94019,16,0.0976,21894,6,0,2,0,0,Other
1,812,91605,54,0.1148,4085,6,4,0,0,0,Other
0,722,90967,31,0.1635,71956,6,25,4,0,0,Other
0,672,89643,21,0.1387,14289,6,34,5,1,0,Other
0,692,87527,8,0.0996,0,6,19,2,0,0,Other
0,667,87527,61,0.1947,29518,6,97,0,0,0,Other
0,707,86782,14,0.1008,26681,6,41,2,0,0,Other
0,712,86016,21,0.0768,164861,6,35,0,0,0,Other
0,757,84106,37,0.0894,5615,6,8,0,0,0,Other
0,692,83571,44,0.1272,35114,6,52,0,0,0,Other
0,682,83571,69,0.1531,36598,6,74,0,0,0,Other
1,642,83434,4,0.1861,73943,6,98,0,0,0,Other
1,742,83227,10,0.0859,32282,6,66,2,0,0,Other
1,662,83227,38,0.1904,13363,6,99,1,1,0,Other
0,782,82702,42,0.0894,78633,6,31,1,0,0,Other
0,772,82702,54,0.1114,26701,6,43,0,0,0,Other
0,762,82702,5,0.0743,21521,6,29,1,0,0,Other
0,787,82525,23,0.0774,2525,6,7,0,0,0,Other
0,717,81247,27,0.1126,5742,6,43,0,0,0,Other
0,702,81247,7,0.0933,27786,6,85,2,0,1,Other
0,732,80871,69,0.1253,33383,6,63,1,0,0,Other
0,727,80602,41,0.1218,24573,6,87,1,0,0,Other
0,747,79901,14,0.1241,8855,6,31,7,0,0,Other
0,662,79704,10,0.1531,15357,6,76,5,1,0,Other
0,802,79302,26,0.0859,2890,6,4,0,0,0,Other
0,707,79302,19,0.1146,32024,6,63,1,0,0,Other
0,767,78894,41,0.1114,8828,6,19,2,0,0,Other
0,752,78894,13,0.0774,15509,6,25,1,0,0,Other
0,742,78771,13,0.1148,57542,6,24,0,0,0,Other
1,782,78480,5,0.0737,5235,6,5,0,0,0,Other
0,672,78478,10,0.1474,36162,6,89,3,0,0,Other
0,732,77844,13,0.0788,10949,6,29,0,0,0,Other
0,687,77844,67,0.1292,9201,6,49,2,1,1,Other
0,722,77192,13,0.1222,5424,6,98,0,0,0,Other
0,692,77192,15,0.1146,5559,6,58,2,0,1,Other
0,707,76748,32,0.1099,22853,6,58,1,0,0,Other
0,787,76526,11,0.074,6986,6,12,0,0,0,Other
0,727,76066,16,0.1189,42987,6,89,1,0,0,Other
0,757,75834,26,0.0894,26741,6,0,0,0,0,Other
0,707,75666,18,0.1062,2805,6,14,0,1,0,Other
0,747,75600,13,0.0863,28180,6,27,0,0,0,Other
0,707,75599,56,0.1392,197,6,0,2,0,0,Other
0,702,75364,27,0.1253,52537,6,48,1,0,0,Other
0,677,75245,5,0.1379,11386,6,55,2,2,1,Other
0,782,74641,14,0.08,4590,6,14,0,0,0,Other
0,772,74395,15,0.074,9649,6,17,1,0,0,Other
0,742,74395,47,0.1221,15146,6,27,1,0,0,Other
0,762,73307,59,0.1025,17346,6,18,0,0,0,Other
0,757,73231,15,0.0774,5583,6,12,1,0,0,Other
0,742,73174,15,0.0751,26463,6,37,0,0,0,Other
1,802,73127,15,0.0768,6094,6,2,0,0,0,Other
1,752,73127,2,0.0859,5698,6,52,3,0,0,Other
0,737,73127,55,0.1183,25818,6,53,0,0,0,Other
0,687,73127,9,0.1096,22796,6,51,1,0,0,Other
0,647,73127,54,0.1797,64851,6,78,2,0,0,Other
0,772,72970,19,0.0705,25768,6,2,2,0,0,Other
0,707,72704,42,0.1385,14153,6,95,1,0,0,Other
0,642,72546,10,0.1728,55147,6,91,3,0,0,Other
0,782,72332,26,0.0894,3187,6,13,0,0,0,Other
0,767,72332,2,0.0768,28938,6,23,0,0,0,Other
0,772,72061,8,0.074,2079,6,2,2,0,0,Other
0,672,72061,21,0.1482,34872,6,75,4,0,0,Other
0,797,71786,25,0.0775,1790,6,4,1,0,0,Other
0,772,71786,13,0.0775,0,6,7,4,0,0,Other
0,762,71786,5,0.074,31305,6,46,1,0,0,Other
0,722,71786,27,0.1095,2401,6,8,0,0,0,Other
0,712,71566,27,0.1218,17604,6,72,0,0,0,Other
0,717,71229,16,0.1095,27411,6,42,2,0,0,Other
0,677,70944,16,0.1166,8224,6,52,0,0,0,Other
0,767,70476,27,0.1039,0,6,0,1,0,0,Other
1,702,70424,8,0.1126,16389,6,58,0,0,0,Other
0,802,70365,5,0.08,116416,6,1,0,0,0,Other
0,787,70365,26,0.0859,1034,6,3,0,0,0,Other
0,762,70365,15,0.0932,717,6,2,1,0,0,Other
0,757,70365,14,0.08,4728,6,18,1,0,0,Other
0,707,70365,45,0.1322,70715,6,84,0,0,0,Other
0,697,70290,13,0.1218,21028,6,84,1,0,0,Other
0,792,69772,24,0.0807,40384,6,9,1,0,0,Other
0,742,69772,10,0.0859,2187,6,25,0,0,0,Other
1,667,69772,18,0.1304,20227,6,41,3,1,0,Other
0,782,69591,55,0.1253,9231,6,30,0,0,0,Other
1,712,69162,56,0.1322,1284,6,6,3,0,1,Other
0,797,69039,7,0.0712,2907,6,4,0,0,0,Other
0,772,68852,13,0.0859,2930,6,20,5,0,0,Other
1,742,68852,28,0.1122,0,6,0,5,1,0,Other
0,742,68852,13,0.0932,21305,6,35,0,0,0,Other
0,717,68852,3,0.1126,27524,6,94,1,0,0,Other
1,697,68852,15,0.1099,723,6,16,0,3,0,Other
1,642,68852,3,0.1438,25254,6,53,24,0,0,Other
0,752,68599,13,0.08,13538,6,48,3,0,0,Other
0,662,68537,7,0.1496,19487,6,86,3,1,0,Other
1,667,68217,23,0.128,2303,6,32,4,2,0,Other
0,732,68216,15,0.0859,19397,6,38,1,0,0,Other
0,682,68216,6,0.1253,22107,6,80,3,0,0,Other
0,772,67893,23,0.08,57033,6,29,0,0,0,Other
0,762,67893,15,0.08,2081,6,10,1,0,0,Other
0,727,67893,8,0.0963,2239,6,4,1,0,0,Other
0,762,67729,27,0.1221,2435,6,13,2,0,0,Other
0,717,67564,13,0.1095,24004,6,75,2,0,0,Other
0,752,67231,26,0.0859,10862,6,28,2,0,0,Other
0,747,67231,50,0.1284,16955,6,22,5,0,0,Other
0,682,67231,29,0.1645,3052,6,41,0,0,0,Other
0,727,67230,13,0.0894,22652,6,53,3,0,0,Other
0,667,66927,23,0.1505,26814,6,57,5,5,0,Other
0,762,66885,67,0.1008,0,6,0,1,0,0,Other
0,747,66721,55,0.1253,25121,6,88,1,0,0,Other
0,767,66549,6,0.074,23331,6,58,1,0,0,Other
0,757,66549,8,0.0676,18350,6,29,0,0,0,Other
0,762,66200,26,0.0788,7386,6,33,0,0,0,Other
0,707,66198,9,0.1221,12324,6,25,2,0,0,Other
0,762,65831,13,0.1095,16992,6,44,5,0,0,Other
0,772,65485,2,0.0712,0,6,0,3,0,0,Other
0,727,65485,27,0.1033,1417,6,7,1,0,0,Other
0,677,65485,7,0.1774,388,6,24,9,0,0,Other
0,667,65485,21,0.1292,23401,6,35,1,3,0,Other
0,752,65306,10,0.1062,0,6,0,0,0,0,Other
0,727,65228,13,0.0788,11665,6,51,0,0,0,Other
0,737,65119,20,0.0963,6720,6,19,0,0,0,Other
1,712,64747,13,0.128,16513,6,30,6,1,0,Other
0,712,64747,8,0.1183,0,6,0,2,0,0,Other
0,707,64747,27,0.1218,3486,6,51,2,0,0,Other
1,667,64747,62,0.1726,0,6,0,1,3,0,Other
0,712,64607,14,0.1128,13673,6,58,0,0,0,Other
1,737,64368,23,0.0894,10325,6,30,0,0,1,Other
0,732,63981,24,0.1284,24621,6,94,1,0,0,Other
0,747,63671,13,0.1221,26272,6,33,1,0,0,Other
0,797,63591,19,0.08,9409,6,11,1,0,0,Other
0,732,63191,50,0.1014,0,6,0,0,0,0,Other
0,787,62370,19,0.0863,8671,6,13,1,0,0,Other
0,737,62370,6,0.0774,967,6,10,1,0,0,Other
0,712,62370,15,0.0932,2953,6,88,0,0,0,Other
1,667,62370,3,0.1979,28854,6,59,6,0,1,Other
0,677,62202,6,0.1222,12785,6,77,2,0,0,Other
0,737,61947,22,0.0894,9851,6,43,0,0,0,Other
0,757,61516,8,0.074,12361,6,43,0,0,0,Other
1,717,61516,18,0.1001,4225,6,28,3,0,1,Other
0,707,61516,3,0.1249,0,6,51,8,0,0,Other
1,652,61516,17,0.1513,1184,6,29,5,3,1,Other
0,687,60629,18,0.1379,12518,6,49,0,1,0,Other
0,747,60261,18,0.0932,3255,6,30,0,0,0,Other
0,667,60169,16,0.16,11049,6,57,7,0,0,Other
0,762,59888,5,0.074,2177,6,7,2,0,0,Other
0,772,59747,23,0.1126,1569,6,14,1,0,0,Other
0,752,59700,32,0.0963,20328,6,38,0,0,0,Other
1,692,59700,6,0.1221,6655,6,74,1,0,0,Other
1,647,59700,17,0.1407,0,6,0,0,2,0,Other
1,702,59413,4,0.1287,705,6,70,1,1,0,Other
0,772,59220,4,0.0712,6035,6,19,0,0,0,Other
1,692,59220,8,0.1062,12509,6,37,2,1,0,Other
0,692,59220,33,0.1311,8896,6,54,2,0,0,Other
0,772,58729,10,0.1095,16142,6,38,0,0,0,Other
0,752,58727,18,0.08,17576,6,36,0,0,0,Other
1,782,58530,6,0.0639,3375,6,7,1,0,0,Other
0,717,58227,1,0.0838,3461,6,18,10,0,0,Other
0,732,57713,7,0.0932,1836,6,27,1,0,0,Other
1,732,57711,17,0.0859,2400,6,12,3,0,1,Other
0,657,57502,15,0.1355,4383,6,54,5,0,0,Other
0,812,57183,2,0.074,753,6,2,0,0,0,Other
0,767,57183,11,0.1028,6752,6,24,2,0,0,Other
0,782,56641,13,0.1148,1149,6,23,0,0,0,Other
0,717,56641,23,0.1189,6291,6,81,1,0,0,Other
1,697,56641,4,0.1064,1085,6,11,11,1,0,Other
1,697,56641,10,0.1039,10366,6,64,0,0,1,Other
0,752,56197,6,0.0676,1988,6,13,2,0,0,Other
1,682,56107,36,0.1774,13328,6,93,7,0,1,Other
0,722,54800,6,0.0832,5134,6,13,1,2,0,Other
0,702,53815,2,0.1148,7569,6,74,2,0,0,Other
0,772,52230,6,0.0894,8043,6,29,0,0,0,Other
1,687,51397,12,0.1253,902,6,12,2,2,0,Other
0,722,50064,5,0.0838,1489,6,62,1,0,0,Other
0,762,46895,10,0.08,998,6,6,1,0,0,Other
1,702,45967,11,0.1311,654,6,72,0,0,1,Other
0,792,126834,20,0.0894,865,6,30,2,0,0,HomeRenovation
1,702,109306,54,0.1141,6921,6,0,2,0,0,HomeRenovation
0,762,99270,54,0.1148,18068,6,42,1,0,0,HomeRenovation
0,717,96025,56,0.1311,39576,6,27,5,0,0,HomeRenovation
0,707,95151,45,0.1347,46392,6,81,1,0,0,HomeRenovation
0,682,94249,41,0.1204,108397,6,67,3,0,0,HomeRenovation
1,812,94019,54,0.1148,15571,6,8,4,0,0,HomeRenovation
0,772,88956,41,0.1114,6065,6,41,4,0,0,HomeRenovation
0,682,88394,43,0.1461,6618,6,30,2,0,0,HomeRenovation
0,707,87527,33,0.1189,614,6,17,2,0,1,HomeRenovation
1,777,86325,66,0.1148,7345,6,17,2,0,0,HomeRenovation
0,732,86171,41,0.1253,2732,6,4,0,1,0,HomeRenovation
1,672,85226,63,0.1407,10753,6,52,2,3,0,HomeRenovation
0,772,84412,31,0.0859,11867,6,21,3,0,0,HomeRenovation
1,677,82804,27,0.1347,19358,6,31,2,0,0,HomeRenovation
1,807,82702,2,0.0859,269726,6,4,0,0,0,HomeRenovation
0,662,82702,40,0.1588,69937,6,97,1,0,0,HomeRenovation
0,747,82649,25,0.0894,84712,6,57,1,0,0,HomeRenovation
0,762,82632,13,0.0932,20334,6,25,4,0,0,HomeRenovation
0,772,81619,26,0.0932,755,6,1,0,0,0,HomeRenovation
0,762,80870,6,0.0807,7274,6,13,0,0,0,HomeRenovation
0,707,80870,3,0.1253,15433,6,39,6,0,1,HomeRenovation
0,777,79703,40,0.0963,19181,6,9,2,0,0,HomeRenovation
0,717,79302,19,0.1126,4452,6,45,0,0,1,HomeRenovation
0,732,78894,68,0.1114,31752,6,53,2,0,0,HomeRenovation
0,727,78894,72,0.1774,675,6,4,9,0,0,HomeRenovation
0,777,78104,37,0.0788,3351,6,0,2,0,0,HomeRenovation
0,707,78058,13,0.1221,731,6,14,4,0,0,HomeRenovation
0,742,77844,21,0.0894,21275,6,50,0,0,0,HomeRenovation
0,697,77822,9,0.1189,12032,6,56,0,1,0,HomeRenovation
0,737,77412,72,0.1505,3073,6,10,8,1,0,HomeRenovation
0,682,77114,13,0.1103,7945,6,41,2,0,0,HomeRenovation
0,662,76524,13,0.1411,17965,6,79,1,0,0,HomeRenovation
0,752,75600,32,0.1114,0,6,0,0,0,0,HomeRenovation
0,787,75125,22,0.08,7439,6,6,0,0,0,HomeRenovation
0,672,75125,21,0.1853,12513,6,99,0,0,0,HomeRenovation
0,662,74884,21,0.1635,10085,6,33,3,0,0,HomeRenovation
0,797,74395,13,0.0774,429,6,0,0,0,0,HomeRenovation
0,722,74395,27,0.1183,6490,6,4,3,0,0,HomeRenovation
0,767,73347,10,0.0932,159,6,1,1,0,0,HomeRenovation
0,732,73127,43,0.1183,256,6,1,0,0,1,HomeRenovation
0,712,73127,8,0.0945,8788,6,39,0,0,1,HomeRenovation
0,707,73127,22,0.1221,11136,6,42,1,0,1,HomeRenovation
0,672,73127,8,0.1411,10025,6,57,1,1,0,HomeRenovation
0,647,73127,21,0.1513,12902,6,70,0,0,0,HomeRenovation
0,742,72866,35,0.1126,957,6,16,2,0,0,HomeRenovation
0,727,72864,48,0.1253,13042,6,52,0,0,0,HomeRenovation
0,802,71786,41,0.1114,1248,6,3,2,0,0,HomeRenovation
0,782,71127,26,0.08,3022,6,16,1,0,0,HomeRenovation
1,707,70366,13,0.1158,0,6,7,2,1,0,HomeRenovation
1,717,70365,55,0.1221,5119,6,17,1,2,0,HomeRenovation
0,722,70069,11,0.0945,4764,6,58,8,0,0,HomeRenovation
0,702,69224,26,0.1078,4781,6,15,2,0,0,HomeRenovation
0,782,68852,7,0.0932,3185,6,2,1,0,0,HomeRenovation
0,767,68852,25,0.0751,5527,6,17,0,0,0,HomeRenovation
0,642,68852,18,0.1861,57415,6,83,1,0,0,HomeRenovation
0,722,66200,42,0.1253,2652,6,3,0,0,0,HomeRenovation
0,802,66059,56,0.1287,41,6,0,3,0,0,HomeRenovation
0,682,65487,6,0.1253,3510,6,41,2,0,0,HomeRenovation
0,647,65485,13,0.1766,16723,6,70,0,0,0,HomeRenovation
1,702,64368,9,0.1071,10083,6,53,1,0,1,HomeRenovation
1,712,63591,41,0.1221,5786,6,48,3,0,1,HomeRenovation
0,687,60808,33,0.1229,2329,6,39,0,0,0,HomeRenovation
0,812,59394,26,0.0894,2600,6,12,0,0,0,HomeRenovation
0,797,58984,14,0.0768,5133,6,7,0,0,0,HomeRenovation
0,717,58729,14,0.1039,175,6,1,0,0,0,HomeRenovation
1,652,57711,11,0.1312,9129,6,73,3,0,1,HomeRenovation
0,797,57290,19,0.0774,1147,6,8,1,0,0,HomeRenovation
0,772,56641,2,0.074,11108,6,46,0,0,0,HomeRenovation
1,692,56641,20,0.1178,6349,6,44,1,1,0,HomeRenovation
0,712,53689,8,0.1474,7162,6,44,8,0,0,HomeRenovation
0,737,94019,23,0.0788,5663,6,13,2,1,0,Education
0,727,92229,69,0.1197,226567,6,0,4,0,0,Education
0,687,86217,22,0.1059,7260,6,41,8,0,0,Education
1,722,83036,31,0.1347,0,6,0,1,1,0,Education
0,677,80079,41,0.1608,33627,6,74,1,0,0,Education
0,722,75950,70,0.1357,5482,6,57,0,0,0,Education
0,762,75600,69,0.1253,93559,6,22,1,0,0,Education
0,707,73127,15,0.1062,15055,6,88,1,0,0,Education
0,682,73127,34,0.1422,17233,6,91,0,0,0,Education
0,742,70365,3,0.0932,2232,6,38,0,0,0,Education
0,717,70218,13,0.1126,1460,6,38,2,0,0,Education
0,687,67893,14,0.1474,3335,6,45,2,0,0,Education
0,707,65756,18,0.1191,16881,6,50,0,0,0,Education
0,712,58530,33,0.1183,5744,6,55,0,0,0,Education
0,772,56641,21,0.0932,7590,6,25,0,0,0,Education
0,787,48631,3,0.1189,14,6,2,0,0,0,Education
0,747,126360,69,0.1218,24361,6,84,0,0,0,DebtConsol
1,717,103703,40,0.1253,95564,6,82,5,0,0,DebtConsol
1,777,101757,54,0.1148,1003,6,3,2,0,0,DebtConsol
0,732,96767,7,0.0932,12176,6,36,1,0,0,DebtConsol
0,642,96767,57,0.1829,120830,6,90,2,0,0,DebtConsol
0,692,95809,57,0.1422,42465,6,63,0,0,0,DebtConsol
0,727,94019,67,0.1253,72210,6,73,0,0,0,DebtConsol
0,732,91918,41,0.1183,75854,6,46,1,1,0,DebtConsol
0,692,91731,56,0.1385,12970,6,74,2,0,0,DebtConsol
0,692,88956,38,0.1357,105576,6,68,0,0,1,DebtConsol
0,717,87673,72,0.1568,14672,6,97,6,0,0,DebtConsol
0,757,87527,26,0.0859,82445,6,16,2,0,0,DebtConsol
0,687,87527,47,0.167,5306,6,96,6,0,1,DebtConsol
0,652,87527,14,0.1766,110498,6,99,7,0,0,DebtConsol
0,707,86782,34,0.1392,141967,6,95,1,0,0,DebtConsol
0,677,86016,37,0.1459,4954,6,82,1,0,1,DebtConsol
0,652,86016,46,0.1786,128850,6,89,2,0,0,DebtConsol
0,677,85703,12,0.1222,27587,6,74,1,1,0,DebtConsol
0,787,85226,26,0.0774,4200,6,5,1,0,0,DebtConsol
0,737,85226,67,0.1287,26215,6,94,0,0,0,DebtConsol
0,707,85226,68,0.1379,24146,6,58,0,0,0,DebtConsol
0,682,85226,28,0.1316,24810,6,71,3,1,0,DebtConsol
0,752,84412,69,0.1183,48787,6,18,1,0,0,DebtConsol
1,712,84412,13,0.0964,20969,6,40,0,0,0,DebtConsol
0,697,84412,72,0.1533,38416,6,59,2,0,0,DebtConsol
0,667,84412,8,0.1422,3100,6,73,0,0,0,DebtConsol
0,662,84412,19,0.1793,7261,6,84,3,0,0,DebtConsol
0,732,84246,55,0.1183,23727,6,31,0,0,0,DebtConsol
0,677,83572,28,0.1474,12403,6,39,2,1,0,DebtConsol
0,757,83571,31,0.0894,22949,6,46,0,0,0,DebtConsol
0,752,83571,36,0.1114,1847,6,4,0,0,0,DebtConsol
0,722,83571,20,0.1253,24344,6,65,0,0,0,DebtConsol
1,662,83571,35,0.16,61956,6,85,2,1,0,DebtConsol
1,762,83227,53,0.1347,7888,6,7,1,0,0,DebtConsol
1,737,83053,26,0.0894,31607,6,81,3,0,0,DebtConsol
1,712,82878,69,0.1273,13833,6,64,2,0,0,DebtConsol
0,767,82702,15,0.0774,4378,6,27,0,0,0,DebtConsol
0,757,82702,44,0.1221,9323,6,31,6,0,0,DebtConsol
1,742,82702,23,0.0894,43488,6,68,3,0,0,DebtConsol
0,717,82702,27,0.1114,111055,6,87,1,0,0,DebtConsol
0,697,82702,51,0.147,130799,6,89,3,0,0,DebtConsol
0,697,82702,56,0.1347,35214,6,81,2,0,0,DebtConsol
0,667,82702,73,0.1628,121719,6,60,5,0,0,DebtConsol
0,772,82346,5,0.0712,4709,6,18,0,0,0,DebtConsol
0,677,82039,14,0.1496,32549,6,95,0,0,0,DebtConsol
0,767,81985,54,0.1148,4110,6,34,0,0,0,DebtConsol
0,702,81802,42,0.1287,12152,6,54,2,0,1,DebtConsol
0,737,81582,11,0.0863,11730,6,47,0,0,0,DebtConsol
0,737,81247,63,0.1218,25274,6,39,0,0,0,DebtConsol
0,737,81059,55,0.1218,28749,6,53,4,0,0,DebtConsol
0,747,80965,33,0.1126,39833,6,86,1,0,0,DebtConsol
0,742,80870,15,0.0859,5124,6,16,2,0,0,DebtConsol
0,662,80870,43,0.1493,36002,6,71,1,1,0,DebtConsol
0,662,80870,27,0.1387,68030,6,82,3,0,0,DebtConsol
0,702,80660,57,0.1426,30497,6,93,0,0,1,DebtConsol
0,697,80526,27,0.1379,29526,6,95,0,0,0,DebtConsol
0,732,80487,20,0.097,14068,6,52,1,0,0,DebtConsol
0,712,80487,44,0.1287,110886,6,42,1,0,0,DebtConsol
0,707,80293,49,0.1347,35598,6,57,0,0,0,DebtConsol
