"","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"2567",2008,11,9,7,1458,1400,1655,1540,"WN",3183,"N797MX",117,100,70,75,58,"LAS","SFO",414,8,39,0,0,26,0,49
"2568",2008,11,9,7,1520,1505,1538,1520,"WN",1072,"N642WN",78,75,66,18,15,"TUS","SAN",367,3,9,7,0,3,0,8
"2569",2008,11,9,7,1640,1355,1803,1515,"WN",2118,"N756SA",83,80,59,168,165,"SMF","LAS",397,13,11,0,0,168,0,0
"2570",2008,11,9,7,1451,1330,2044,1930,"WN",1354,"N394SW",233,240,219,74,81,"SLC","BWI",1864,3,11,0,0,0,0,74
"2571",2008,11,9,7,2046,1810,2300,2030,"WN",251,"N726SW",74,80,63,150,156,"BNA","RDU",443,1,10,6,0,0,0,144
"2572",2008,11,9,7,1515,1325,1606,1420,"WN",1285,"N651SW",111,115,101,106,110,"ABQ","SAN",628,4,6,0,0,1,0,105
"2573",2008,11,9,7,2032,1635,2130,1740,"WN",310,"N648SW",58,65,47,230,237,"MAF","DAL",319,3,8,139,0,0,0,91
"2574",2008,11,9,7,945,945,1210,1155,"WN",2309,"N326SW",145,130,116,15,0,"OAK","SEA",671,24,5,0,0,15,0,0
"2575",2008,11,9,7,2316,2045,31,2210,"WN",3142,"N782SA",75,85,61,141,151,"SDF","BWI",495,4,10,7,0,0,0,134
"2576",2008,11,9,7,1738,1520,1930,1735,"WN",92,"N454WN",112,135,100,115,138,"GEG","OAK",723,4,8,9,0,0,0,106
"2577",2008,11,9,7,1845,1635,2027,1825,"WN",1285,"N651SW",102,110,91,122,130,"SJC","PDX",569,4,7,28,0,0,0,94
"2578",2008,11,9,7,1534,1340,1657,1515,"WN",2771,"N215WN",83,95,68,102,114,"LAS","SJC",386,3,12,0,0,8,0,94
"2579",2008,11,9,7,1205,1045,1440,1315,"WN",694,"N474WN",95,90,83,85,80,"STL","CLE",487,4,8,0,0,5,0,80
"2580",2008,11,9,7,2042,2000,2157,2115,"WN",3051,"N616SW",75,75,61,42,42,"LAX","OAK",337,6,8,10,0,0,0,32
"2581",2008,11,9,7,1634,1505,1755,1630,"WN",2537,"N528SW",261,265,239,85,89,"SDF","LAS",1624,10,12,0,0,59,0,26
"2582",2008,11,9,7,1547,1325,1709,1450,"WN",629,"N730SW",82,85,61,139,142,"LAS","RNO",345,12,9,0,0,17,0,122
"2583",2008,11,9,7,2046,1935,2146,2040,"WN",1388,"N429WN",60,65,47,66,71,"LAS","BUR",223,3,10,0,3,0,0,63
"2584",2008,11,9,7,2240,1945,314,35,"WN",1486,"N788SA",154,170,139,159,175,"LAS","HOU",1235,4,11,0,0,0,0,159
"2585",2008,11,9,7,1047,935,1150,1035,"WN",3053,"N777QC",183,180,159,75,72,"AUS","LAS",1090,5,19,0,0,75,0,0
"2586",2008,11,9,7,1653,1540,1819,1700,"WN",2658,"N295WN",86,80,64,79,73,"SMF","LAS",397,8,14,0,0,56,0,23
"2587",2008,11,9,7,1938,1900,1939,1910,"WN",2727,"N431WN",61,70,52,29,38,"PHX","SAN",304,3,6,1,0,0,0,28
"2588",2008,11,9,7,1354,1220,1525,1400,"WN",3120,"N302SW",91,100,71,85,94,"LAS","SMF",397,6,14,0,0,0,0,85
"2589",2008,11,9,7,1405,1405,1715,1700,"WN",480,"N447WN",250,235,232,15,0,"BNA","PHX",1448,5,13,0,0,15,0,0
"2590",2008,11,9,7,1400,1330,1515,1455,"WN",3075,"N373SW",75,85,64,20,30,"OAK","SAN",446,3,8,0,0,0,6,14
"2591",2008,11,9,7,1035,945,1255,1205,"WN",276,"N412WN",140,140,121,50,50,"GEG","LAS",806,4,15,50,0,0,0,0
"2592",2008,11,9,7,2328,2100,36,2225,"WN",177,"N264LV",68,85,55,131,148,"SFO","SAN",447,3,10,3,0,0,0,128
"2593",2008,11,9,7,2040,1820,2241,2030,"WN",1893,"N627SW",61,70,47,131,140,"LAS","PHX",256,4,10,0,0,8,0,123
"2594",2008,11,9,7,1615,1535,1717,1635,"WN",445,"N720WN",62,60,48,42,40,"SJC","BUR",296,4,10,40,0,2,0,0
"2595",2008,11,9,7,1039,915,1128,1005,"WN",1354,"N394SW",109,110,92,83,84,"ELP","LAS",584,6,11,0,0,83,0,0
"2596",2008,11,9,7,2031,2015,2148,2130,"WN",447,"N331SW",77,75,61,18,16,"LAS","RNO",345,5,11,0,0,2,0,16
"2597",2008,11,9,7,1711,1645,1901,1825,"WN",2727,"N431WN",110,100,90,36,26,"SLC","PHX",507,6,14,3,0,10,0,23
"2598",2008,11,9,7,2001,1805,2235,2100,"WN",92,"N454WN",94,115,84,95,116,"OAK","PHX",646,4,6,1,0,0,0,94
"2599",2008,11,9,7,1524,1330,1607,1415,"WN",274,"N313SW",163,165,148,112,114,"OKC","LAS",987,6,9,0,0,112,0,0
"2600",2008,11,9,7,933,820,1054,945,"WN",2499,"N431WN",81,85,71,69,73,"SAN","SJC",417,3,7,69,0,0,0,0
"2601",2008,11,9,7,2356,2150,103,2305,"WN",462,"N734SA",67,75,57,118,126,"SJC","SAN",417,3,7,0,0,0,0,118
"2602",2008,11,9,7,1904,1805,2013,1905,"WN",1388,"N429WN",129,120,91,68,59,"DEN","LAS",629,12,26,0,0,68,0,0
"2603",2008,11,9,7,2312,1930,139,2205,"WN",3119,"N380SW",87,95,74,214,222,"DEN","TUL",541,2,11,10,0,0,0,204
"2604",2008,11,9,7,2104,2035,2159,2130,"WN",3199,"N420WN",55,55,39,29,29,"BWI","PIT",210,5,11,29,0,0,0,0
"2605",2008,11,9,7,1535,1340,1640,1455,"WN",1394,"N465WN",185,195,172,105,115,"MCI","LAS",1140,5,8,0,0,105,0,0
"2606",2008,11,9,7,1653,1435,2120,1925,"WN",2710,"N736SA",147,170,134,115,138,"LAS","MCI",1140,5,8,0,0,0,0,115
"2607",2008,11,9,7,830,800,935,910,"WN",3174,"N343SW",65,70,51,25,30,"BWI","PVD",328,5,9,25,0,0,0,0
"2608",2008,11,9,7,1837,1605,2014,1735,"WN",2878,"N479WN",97,90,77,159,152,"LAS","SMF",397,4,16,0,0,11,0,148
"2609",2008,11,9,7,2008,1940,2118,2055,"WN",230,"N427WN",70,75,59,23,28,"BUR","SMF",358,4,7,0,0,0,0,23
"2610",2008,11,9,7,1259,1250,1413,1355,"WN",2526,"N452WN",74,65,49,18,9,"LAS","SAN",258,3,22,9,0,9,0,0
"2611",2008,11,9,7,1558,1435,2107,1950,"WN",2518,"N527SW",189,195,178,77,83,"DEN","BWI",1491,3,8,11,0,0,0,66
"2612",2008,11,9,7,1737,1555,1757,1615,"WN",28,"N241WN",140,140,120,102,102,"MAF","LAS",796,11,9,0,0,102,0,0
"2613",2008,11,9,7,1541,1540,1736,1710,"WN",2091,"N442WN",175,150,162,26,1,"AUS","PHX",872,5,8,0,0,26,0,0
"2614",2008,11,9,7,1635,1550,2148,2110,"WN",3506,"N750SA",193,200,178,38,45,"ABQ","MCO",1552,7,8,2,0,0,0,36
"2615",2008,11,9,7,1417,1225,1606,1420,"WN",2375,"N644SW",169,175,154,106,112,"OMA","PHX",1037,8,7,105,0,0,0,1
"2616",2008,11,9,7,1111,1010,1204,1110,"WN",2640,"N431WN",53,60,42,54,61,"SJC","BUR",296,4,7,0,0,0,0,54
"2617",2008,11,9,7,2203,2100,2253,2205,"WN",1246,"N429WN",50,65,39,48,63,"BUR","LAS",223,5,6,0,0,0,0,48
"2618",2008,11,9,7,1528,1335,1801,1605,"WN",603,"N606SW",153,150,129,116,113,"LAS","PDX",762,8,16,0,0,3,0,113
"2619",2008,11,9,7,1029,915,1204,1045,"WN",1740,"N438WN",95,90,72,79,74,"SFO","LAS",414,4,19,0,0,79,0,0
"2620",2008,11,9,7,1426,1240,1636,1500,"WN",2215,"N728SW",70,80,60,96,106,"RNO","SLC",422,3,7,0,0,0,0,96
"2621",2008,11,9,7,1047,910,1157,1030,"WN",2462,"N440LV",70,80,58,87,97,"RNO","LAS",345,4,8,0,0,87,0,0
"2622",2008,11,9,7,2248,2120,2336,2215,"WN",3031,"N728SW",48,55,39,81,88,"SAT","DAL",248,3,6,0,0,0,0,81
"2623",2008,11,9,7,2112,1855,220,25,"WN",3928,"N252WN",188,210,179,115,137,"LAS","BHM",1618,2,7,0,0,4,0,111
"2624",2008,11,9,7,2031,1950,2232,2200,"WN",2031,"N764SW",61,70,48,32,41,"SAN","PHX",304,5,8,0,0,0,0,32
"2625",2008,11,9,7,1704,1530,1923,1740,"WN",375,"N396SW",79,70,48,103,94,"LAS","PHX",256,5,26,0,0,32,0,71
"2626",2008,11,9,7,2244,2115,58,2335,"WN",721,"N917WN",74,80,64,83,89,"MDW","BUF",468,3,7,0,17,0,0,66
"2627",2008,11,9,7,1216,1010,1426,1235,"WN",2490,"N643SW",130,145,113,111,126,"SEA","LAS",866,3,14,0,0,111,0,0
"2628",2008,11,9,7,1953,1900,17,2330,"WN",3398,"N464WN",144,150,128,47,53,"LAS","OMA",1099,3,13,0,0,5,0,42
"2629",2008,11,9,7,2005,1755,2107,1910,"WN",2460,"N735SA",62,75,50,117,130,"LAS","BUR",223,4,8,0,0,0,0,117
"2630",2008,11,9,7,2324,2105,16,2205,"WN",251,"N726SW",52,60,41,131,139,"RDU","BWI",255,4,7,0,0,0,0,131
"2631",2008,11,9,7,2146,2035,2341,2250,"WN",2612,"N620SW",175,195,164,51,71,"PHX","SEA",1107,3,8,51,0,0,0,0
"2632",2008,11,9,7,1918,1845,2244,2210,"WN",1966,"N344SW",146,145,127,34,33,"SJC","DEN",948,7,12,0,0,1,0,33
"2633",2008,11,9,7,1120,1020,1333,1235,"WN",2869,"N462WN",73,75,55,58,60,"LAS","TUS",365,3,15,0,0,0,0,58
"2634",2008,11,9,7,1444,1330,1622,1500,"WN",561,"N665WN",218,210,202,82,74,"LIT","LAS",1295,8,8,0,66,8,0,8
"2635",2008,11,9,7,1932,1820,2338,2235,"WN",2949,"N513SW",186,195,174,63,72,"PHX","MDW",1444,5,7,3,0,0,0,60
"2636",2008,11,9,7,1952,1905,2023,1920,"WN",2799,"N262WN",91,75,46,63,47,"DTW","MDW",229,8,37,0,10,16,0,37
"2637",2008,11,9,7,1302,1140,1444,1305,"WN",1070,"N907WN",102,85,72,99,82,"OAK","LAS",407,3,27,0,0,97,0,2
"2638",2008,11,9,7,1739,1540,47,2315,"WN",2789,"N753SW",248,275,234,92,119,"LAS","ORF",2155,4,10,0,0,0,0,92
"2639",2008,11,9,7,2213,2015,2309,2115,"WN",284,"N240WN",56,60,45,114,118,"LAS","BUR",223,2,9,0,0,0,0,114
"2640",2008,11,9,7,1932,1750,2028,1850,"WN",1982,"N749SW",56,60,44,98,102,"BWI","ISP",220,4,8,0,0,1,0,97
"2641",2008,11,9,7,1836,1545,145,2310,"WN",2118,"N756SA",249,265,231,155,171,"LAS","MCO",2039,5,13,0,0,3,0,152
"2642",2008,11,9,7,2029,2000,2149,2115,"WN",3503,"N474WN",200,195,185,34,29,"HOU","LAS",1235,8,7,0,0,15,0,19
"2643",2008,11,9,7,2137,1920,2302,2045,"WN",1561,"N202WN",85,85,70,137,137,"LAS","SJC",386,3,12,0,0,0,0,137
"2644",2008,11,9,7,1900,1830,11,2350,"WN",1688,"N603SW",191,200,172,21,30,"PHX","IND",1489,11,8,5,0,0,0,16
"2645",2008,11,9,7,2105,1840,2222,2000,"WN",462,"N734SA",77,80,66,142,145,"LAS","RNO",345,3,8,0,0,2,0,140
"2646",2008,11,9,7,1936,1900,2036,2005,"WN",2175,"N223WN",60,65,41,31,36,"LAS","SNA",226,11,8,0,0,0,0,31
"2647",2008,11,9,7,1641,1525,1855,1755,"WN",2958,"N778SW",74,90,62,60,76,"LAS","ABQ",487,3,9,0,0,0,0,60
"2648",2008,11,9,7,1311,1320,1507,1445,"XE",2342,"N13566",116,85,42,22,-9,"BWI","EWR",169,10,64,0,0,22,0,0
"2649",2008,11,9,7,1501,1405,1842,1803,"XE",2236,"N17115",161,178,137,39,56,"MSP","EWR",1008,7,17,0,0,39,0,0
"2650",2008,11,9,7,1414,1333,1624,1545,"XE",2405,"N11535",130,132,94,39,41,"LEX","EWR",588,8,28,0,0,39,0,0
"2651",2008,11,9,7,2156,1920,117,2317,"XE",2058,"N11107",141,177,129,120,156,"MCI","EWR",1092,5,7,55,0,0,0,65
"2652",2008,11,9,7,1223,1225,1620,1604,"XE",2780,"N12201",177,159,154,16,-2,"IAH","ORF",1201,5,18,0,0,16,0,0
"2653",2008,11,9,7,1432,1355,1641,1608,"XE",3118,"N14960",129,133,101,33,37,"EWR","CHS",628,8,20,0,0,0,0,33
"2654",2008,11,9,7,1916,1815,2215,2117,"XE",2245,"N14198",239,242,203,58,61,"EWR","OKC",1325,6,30,9,0,0,0,49
"2655",2008,11,9,7,2048,2030,2256,2220,"XE",2756,"N14904",188,170,149,36,18,"EWR","BHM",850,8,31,2,0,18,0,16
"2656",2008,11,9,7,1527,1455,1652,1628,"XE",3134,"N16911",145,153,123,24,32,"EWR","BNA",748,5,17,1,0,0,0,23
"2657",2008,11,9,7,1651,1530,1820,1712,"XE",2695,"N27190",89,102,78,68,81,"IAH","BHM",562,4,7,68,0,0,0,0
"2658",2008,11,9,7,1640,1610,1857,1833,"XE",2751,"N13969",137,143,106,24,30,"EWR","CHS",628,9,22,3,0,0,0,21
"2659",2008,11,9,7,2010,1651,2130,1820,"YV",7253,"N519LR",80,89,61,190,199,"BDL","IAD",326,7,12,190,0,0,0,0
"2660",2008,11,9,7,1430,1234,1516,1340,"YV",2844,"N37178",46,66,32,96,116,"YUM","PHX",160,5,9,96,0,0,0,0
"2661",2008,11,9,7,1457,1437,1604,1546,"YV",2867,"N989HA",67,69,58,18,20,"PHX","YUM",160,4,5,18,0,0,0,0
"2662",2008,11,9,7,1839,1656,1919,1746,"YV",7247,"N75987",40,50,25,93,103,"IAD","MDT",94,4,11,93,0,0,0,0
"2663",2008,11,9,7,2024,1646,2125,1805,"YV",7130,"N650ML",121,139,103,200,218,"CAE","ORD",666,5,13,0,0,0,0,200
"2664",2008,11,9,7,1638,1625,1918,1858,"YV",2778,"N7305V",100,93,75,20,13,"BFL","PHX",425,4,21,0,0,20,0,0
"2665",2008,11,9,7,2002,1920,2136,2109,"YV",7269,"N571ML",94,109,73,27,42,"ATL","IAD",533,7,14,27,0,0,0,0
"2666",2008,11,9,7,1800,1750,1844,1829,"YV",2715,"N933LR",104,99,84,15,10,"PHX","FAT",493,4,16,15,0,0,0,0
"2667",2008,11,9,7,1830,1748,1900,1807,"YV",2734,"N912FJ",90,79,61,53,42,"PHX","LGB",355,5,24,53,0,0,0,0
"2668",2008,11,9,7,1630,1630,1908,1849,"YV",2995,"N919FJ",98,79,51,19,0,"ONT","PHX",325,12,35,0,0,19,0,0
"2669",2008,11,9,7,1444,1451,1615,1559,"YV",7045,"N510MJ",151,128,106,16,-7,"CLT","ORD",599,17,28,0,0,16,0,0
"2670",2008,11,10,1,1544,1509,1712,1647,"9E",2378,"87459E",88,98,61,25,35,"DTW","TYS",443,3,24,25,0,0,0,0
"2671",2008,11,10,1,2231,2229,2347,2322,"9E",2115,"84099E",76,53,30,25,2,"MSP","ALO",166,5,41,0,0,25,0,0
"2672",2008,11,10,1,841,715,1054,940,"9E",2184,"87759E",133,145,103,74,86,"IND","BOS",817,13,17,74,0,0,0,0
"2673",2008,11,10,1,1244,1250,1355,1340,"9E",2659,"89329E",131,110,81,15,-6,"SAV","MEM",545,40,10,0,0,15,0,0
"2674",2008,11,10,1,851,840,1039,950,"9E",2371,"88889E",168,130,104,49,11,"DTW","OMA",651,5,59,11,0,38,0,0
"2675",2008,11,10,1,914,810,1106,1015,"9E",2167,"89059E",112,125,95,51,64,"IND","BDL",728,3,14,51,0,0,0,0
"2676",2008,11,10,1,1133,1103,1341,1313,"9E",2934,"89059E",128,130,95,28,30,"BDL","DTW",548,23,10,0,0,0,0,28
"2677",2008,11,10,1,2132,1930,2243,2052,"9E",2278,"89239E",71,82,56,111,122,"MEM","PFN",417,2,13,0,0,0,0,111
"2678",2008,11,10,1,2124,1855,14,2154,"9E",2296,"80279E",110,119,84,140,149,"MEM","CLE",622,9,17,140,0,0,0,0
"2679",2008,11,10,1,908,835,955,930,"AA",404,"N5DRAA",47,55,31,25,33,"MIA","MCO",193,4,12,25,0,0,0,0
"2680",2008,11,10,1,2105,1945,3,2300,"AA",874,"N461AA",118,135,100,63,80,"ORD","BOS",867,4,14,63,0,0,0,0
"2681",2008,11,10,1,713,655,1042,1020,"AA",639,"N5FRAA",149,145,126,22,18,"MIA","SJU",1045,4,19,18,0,4,0,0
"2682",2008,11,10,1,1911,1905,2159,2025,"AA",2473,"N3AUAA",288,200,198,94,6,"DFW","LAX",1235,12,78,0,6,88,0,0
"2683",2008,11,10,1,1652,1625,2044,2015,"AA",1298,"N454AA",172,170,145,29,27,"DFW","BWI",1217,9,18,23,0,2,0,4
"2684",2008,11,10,1,2125,2105,16,2359,"AA",1382,"N5DVAA",171,174,141,17,20,"MIA","EWR",1086,5,25,17,0,0,0,0
"2685",2008,11,10,1,2227,2105,2323,2205,"AA",473,"N632AA",176,180,152,78,82,"DFW","LAS",1055,12,12,0,49,0,0,29
"2686",2008,11,10,1,1503,1450,1616,1555,"AA",2249,"N259AA",193,185,163,21,13,"DFW","LAS",1055,14,16,13,0,8,0,0
"2687",2008,11,10,1,1745,1750,2107,2035,"AA",1003,"N439AA",262,225,228,32,-5,"ORF","DFW",1213,19,15,0,0,32,0,0
"2688",2008,11,10,1,1138,1100,1709,1635,"AA",2090,"N519AA",211,215,180,34,38,"SFO","DFW",1464,14,17,5,0,0,0,29
"2689",2008,11,10,1,1217,1150,1350,1320,"AA",1936,"N492AA",93,90,62,30,27,"LAX","SFO",337,4,27,0,0,30,0,0
"2690",2008,11,10,1,722,715,943,915,"AA",1045,"N504AA",201,180,159,28,7,"CLT","DFW",936,10,32,0,7,21,0,0
"2691",2008,11,10,1,33,1945,405,2320,"AA",1320,"N5CHAA",152,155,124,285,288,"DFW","FLL",1119,4,24,0,285,0,0,0
"2692",2008,11,10,1,1929,1930,2206,2105,"AA",1064,"N440AA",277,215,204,61,-1,"DFW","FAT",1313,5,68,0,0,61,0,0
"2693",2008,11,10,1,1257,1210,1618,1545,"AA",1245,"N443AA",261,275,242,33,47,"BOS","DFW",1562,8,11,33,0,0,0,0
"2694",2008,11,10,1,1235,910,1423,1110,"AA",1301,"N453AA",168,180,149,193,205,"CLT","DFW",936,7,12,193,0,0,0,0
"2695",2008,11,10,1,1903,1905,2219,2130,"AA",1031,"N417AA",256,205,177,49,-2,"ORD","ELP",1236,64,15,0,0,49,0,0
"2696",2008,11,10,1,1540,1540,1710,1655,"AA",1433,"N3DHAA",210,195,185,15,0,"DFW","SNA",1205,8,17,0,0,15,0,0
"2697",2008,11,10,1,1941,1610,2323,1935,"AA",1267,"N641AA",162,145,122,228,211,"MIA","SJU",1045,5,35,211,0,17,0,0
"2698",2008,11,10,1,1828,1835,2052,2010,"AA",409,"N456AA",204,155,180,42,-7,"SDF","DFW",733,14,10,0,0,42,0,0
"2699",2008,11,10,1,1222,1130,1754,1715,"AA",1082,"N233AA",212,225,190,39,52,"LAS","ORD",1515,5,17,0,0,0,0,39
"2700",2008,11,10,1,1608,1500,2323,2210,"AA",254,"N5EVAA",315,310,297,73,68,"OGG","LAX",2486,10,8,0,0,5,0,68
"2701",2008,11,10,1,1451,1425,1835,1805,"AA",1246,"N5EPAA",164,160,121,30,26,"DFW","MIA",1121,20,23,26,0,4,0,0
"2702",2008,11,10,1,1731,1715,1913,1840,"AA",2465,"N502AA",222,205,189,33,16,"DFW","LAX",1235,8,25,16,0,17,0,0
"2703",2008,11,10,1,2104,2110,21,2355,"AA",2049,"N3AFAA",257,225,217,26,-6,"MIA","MSP",1501,10,30,0,0,26,0,0
"2704",2008,11,10,1,2229,2035,125,2335,"AA",1078,"N613AA",176,180,154,110,114,"MIA","BOS",1258,6,16,41,0,0,0,69
"2705",2008,11,10,1,2014,1940,2247,2159,"AA",868,"N3CPAA",153,139,122,48,34,"MIA","DCA",920,7,24,34,0,14,0,0
"2706",2008,11,10,1,1451,1040,1601,1155,"AA",1975,"N421AA",130,135,103,246,251,"RDU","ORD",647,5,22,246,0,0,0,0
"2707",2008,11,10,1,1533,1530,1813,1753,"AS",623,"N569AS",160,143,139,20,3,"LAS","PDX",762,3,18,0,0,20,0,0
"2708",2008,11,10,1,2332,1826,5,1906,"AS",67,"N791AS",33,40,21,299,306,"SIT","JNU",95,6,6,299,0,0,0,0
"2709",2008,11,10,1,1600,1540,1808,1734,"AS",367,"N773AS",128,114,106,34,20,"SMF","SEA",605,4,18,20,0,14,0,0
"2710",2008,11,10,1,2021,2005,2151,2128,"AS",388,"N703AS",90,83,62,23,16,"SFO","PSP",421,4,24,0,0,7,0,16
"2711",2008,11,10,1,1810,1800,2116,2052,"AS",511,"N767AS",186,172,169,24,10,"SNA","SEA",978,6,11,0,0,14,0,10
"2712",2008,11,10,1,1354,1400,1714,1650,"AS",505,"N625AS",200,170,172,24,-6,"SNA","SEA",978,10,18,0,0,24,0,0
"2713",2008,11,10,1,1108,1035,1419,1340,"B6",1,"N505JB",191,185,155,39,33,"JFK","FLL",1069,18,18,14,0,6,0,19
"2714",2008,11,10,1,1716,1650,2005,1938,"B6",442,"N639JB",169,168,146,27,26,"MCO","BOS",1121,7,16,4,0,1,0,22
"2715",2008,11,10,1,1047,1025,1849,1825,"B6",190,"N587JB",302,300,272,24,22,"LAS","JFK",2248,13,17,0,0,2,0,22
"2716",2008,11,10,1,1458,1420,1759,1716,"B6",62,"N505JB",181,176,153,43,38,"FLL","JFK",1069,11,17,0,0,5,0,38
"2717",2008,11,10,1,1701,1620,1836,1755,"B6",1256,"N289JB",95,95,64,41,41,"IAD","BOS",413,5,26,0,0,0,0,41
"2718",2008,11,10,1,1733,1620,1913,1812,"B6",1293,"N249JB",100,112,82,61,73,"BOS","PIT",496,3,15,61,0,0,0,0
"2719",2008,11,10,1,1202,1125,1334,1255,"B6",1434,"N179JB",92,90,57,39,37,"SFO","LGB",354,5,30,0,0,2,0,37
"2720",2008,11,10,1,2048,2025,2216,2147,"B6",248,"N504JB",88,82,73,29,23,"LGB","OAK",353,4,11,23,0,6,0,0
"2721",2008,11,10,1,1733,1620,2118,2022,"CO",1170,"N14308",165,182,99,56,73,"ORD","EWR",719,9,57,0,0,56,0,0
"2722",2008,11,10,1,1755,1740,1924,1852,"CO",1523,"N33294",89,72,69,32,15,"MSY","IAH",305,6,14,0,0,32,0,0
"2723",2008,11,10,1,1654,1635,1923,1908,"CO",1468,"N75854",329,333,301,15,19,"EWR","LAS",2227,15,13,3,0,0,0,12
"2724",2008,11,10,1,746,740,945,923,"CO",495,"N14121",239,223,200,22,6,"IAH","LAX",1379,24,15,6,0,16,0,0
"2725",2008,11,10,1,1051,1040,1350,1335,"CO",303,"N75425",239,235,216,15,11,"EWR","IAH",1400,10,13,11,0,4,0,0
"2726",2008,11,10,1,1145,1035,1402,1313,"CO",1646,"N59302",137,158,117,49,70,"IAH","ORD",925,4,16,49,0,0,0,0
"2727",2008,11,10,1,1547,1505,1838,1737,"CO",728,"N11651",291,272,244,61,42,"EWR","DEN",1605,6,41,7,0,19,0,35
"2728",2008,11,10,1,724,655,1016,956,"CO",1554,"N56859",172,181,143,20,29,"EWR","PBI",1024,5,24,8,0,0,0,12
"2729",2008,11,10,1,1416,1342,1641,1620,"CO",1160,"N16617",145,158,103,21,34,"ATL","EWR",745,8,34,0,0,21,0,0
"2730",2008,11,10,1,1204,1205,1522,1503,"CO",1135,"N37615",258,238,229,19,-1,"EWR","DFW",1372,9,20,0,0,19,0,0
"2731",2008,11,10,1,1819,1810,2006,1943,"CO",1689,"N14242",227,213,192,23,9,"IAH","SAN",1303,4,31,0,9,14,0,0
"2732",2008,11,10,1,1225,1215,1512,1455,"CO",657,"N11206",227,220,202,17,10,"PHL","IAH",1324,5,20,10,0,7,0,0
"2733",2008,11,10,1,1533,1540,1712,1638,"CO",1706,"N77261",99,58,41,34,-7,"AUS","IAH",140,10,48,0,0,34,0,0
"2734",2008,11,10,1,1556,1600,1957,1910,"CO",539,"N17644",241,190,153,47,-4,"MIA","EWR",1086,19,69,0,0,47,0,0
"2735",2008,11,10,1,1452,1500,1732,1647,"CO",391,"N77303",220,167,186,45,-8,"MIA","IAH",964,11,23,0,0,45,0,0
"2736",2008,11,10,1,742,745,1020,952,"DL",1696,"N993DL",158,127,102,28,-3,"BUF","ATL",712,17,39,0,0,28,0,0
"2737",2008,11,10,1,1828,1805,2045,2030,"DL",844,"N680DA",137,145,102,15,23,"ATL","EWR",745,8,27,0,0,15,0,0
"2738",2008,11,10,1,1837,1835,2115,2059,"DL",1752,"N945DL",98,84,53,16,2,"MEM","ATL",332,7,38,0,0,16,0,0
"2739",2008,11,10,1,1628,1605,1913,1838,"DL",714,"N974DL",165,153,123,35,23,"ATL","BOS",946,8,34,23,0,12,0,0
"2740",2008,11,10,1,1910,1800,2110,2035,"DL",1021,"N374DA",120,155,96,35,70,"PHL","ATL",665,6,18,0,0,0,0,35
"2741",2008,11,10,1,1133,1040,1425,1342,"DL",50,"N912DN",112,122,90,43,53,"IAH","ATL",689,11,11,11,0,0,0,32
"2742",2008,11,10,1,1228,1205,1346,1328,"DL",1708,"N687DL",78,83,60,18,23,"RDU","ATL",356,5,13,0,0,0,0,18
"2743",2008,11,10,1,954,946,1152,1132,"DL",1648,"N920DL",118,106,75,20,8,"ATL","PIT",526,6,37,0,0,20,0,0
"2744",2008,11,10,1,1329,1310,1615,1600,"DL",713,"N619DL",166,170,137,15,19,"BOS","ATL",946,11,18,0,0,0,0,15
"2745",2008,11,10,1,1611,1610,1809,1746,"DL",1137,"N939DL",178,156,137,23,1,"ATL","SAT",874,5,36,0,0,23,0,0
"2746",2008,11,10,1,1644,1638,1853,1825,"DL",947,"N649DL",309,287,267,28,6,"ATL","SNA",1919,9,33,6,0,22,0,0
"2747",2008,11,10,1,1006,940,1615,1543,"DL",1064,"N681DA",249,243,222,32,26,"SLC","DCA",1851,6,21,0,0,6,0,26
"2748",2008,11,10,1,1850,1854,2048,2022,"DL",1058,"N976DL",178,148,125,26,-4,"ATL","AUS",813,7,46,0,0,26,0,0
"2749",2008,11,10,1,936,942,1135,1111,"DL",1083,"N131DN",299,269,250,24,-6,"ATL","LAS",1747,9,40,0,0,24,0,0
"2750",2008,11,10,1,1328,1327,1545,1530,"DL",1029,"N648DL",257,243,233,15,1,"ATL","PHX",1587,4,20,0,0,15,0,0
"2751",2008,11,10,1,1902,1905,2055,2030,"DL",1711,"N911DE",233,205,189,25,-3,"ATL","ELP",1282,4,40,0,0,25,0,0
"2752",2008,11,10,1,1438,1445,1649,1630,"DL",1414,"N986DL",131,105,91,19,-7,"CAK","ATL",528,15,25,0,0,19,0,0
"2753",2008,11,10,1,1710,1705,1914,1857,"DL",75,"N674DL",124,112,86,17,5,"ATL","MIA",595,6,32,0,0,17,0,0
"2754",2008,11,10,1,1223,1210,1436,1413,"DL",1531,"N943DL",133,123,98,23,13,"DTW","ATL",594,6,29,0,0,10,0,13
"2755",2008,11,10,1,1026,1010,1244,1210,"DL",1573,"N912DE",138,120,94,34,16,"DTW","ATL",594,7,37,0,0,18,0,16
"2756",2008,11,10,1,732,740,949,930,"DL",1548,"N912DE",137,110,93,19,-8,"ATL","DTW",594,11,33,0,0,19,0,0
